"Name","val/acc_best","model","seed","test/acc","model/backbone/delta","model/backbone/snr_db","Runtime","model.backbone.k","model.backbone.hidden_dim","Notes","Tags","model.backbone.snr_db","test/loss","train/acc","train/loss","val/acc","val/loss","ID","State","User","Group","Job Type","Created","Updated","End Time","Sweep","Hostname","Description","Commit","GitHub","GPU Count","GPU Type","_target_","batch_size","callbacks/early_stopping/_target_","callbacks/early_stopping/mode","callbacks/early_stopping/monitor","callbacks/model_summary/_target_","callbacks/model_summary/max_depth","callbacks/rich_progress_bar/_target_","datamodule/_target_","datamodule/batch_size","datamodule/num_workers","datamodule/pin_memory","dataset.mat_flag","dataset.n_sources","dataset.ntype","dataset.snr_db","dataset.spike","dataset/_target_","dataset/delta","dataset/k_diffusion","dataset/mat_flag","dataset/n_community","dataset/n_nodes","dataset/n_sources","dataset/n_spikes","dataset/ntype","dataset/num_samples","dataset/p_inter","dataset/p_intra","dataset/shift_flag","dataset/snr_db","dataset/spike","delta","k_diffusion","logger/_target_","logger/group","logger/job_type","logger/log_model","logger/notes","logger/offline","logger/project","logger/save_dir","logger/tags","mat_flag","model.backbone.cf_std","model.backbone.delta","model.backbone.hidden_ffnn","model.backbone.p","model.backbone.snr","model.batch_size","model.optimizer.lr","model.optimizer.weight_decay","model.validation_flag","model/_target_","model/backbone/_target_","model/backbone/cf_std","model/backbone/hidden_dim","model/backbone/hidden_dim_ffnn","model/backbone/hidden_ffnn","model/backbone/k","model/backbone/n_classes","model/backbone/p","model/batch_size","model/n_classes","model/num_workers","model/optimizer/_partial_","model/optimizer/_target_","model/optimizer/lr","model/optimizer/weight_decay","model/pin_memory","model/scheduler/_partial_","model/scheduler/_target_","model/scheduler/factor","model/scheduler/mode","model/scheduler/patience","model/train_flag","model/validation_flag","n_classes","n_community","n_nodes","n_sources","num_samples","num_workers","p_inter","p_intra","paths/data_dir","paths/log_dir","paths/output_dir","paths/root_dir","paths/work_dir","pin_memory","snr_db","spike","task_name","train_flag","trainer/_target_","trainer/accelerator","trainer/default_root_dir","trainer/deterministic","trainer/devices","trainer/log_every_n_steps","trainer/max_epochs","trainer/min_epochs","trainer/precision","validation_flag","epoch","trainer/global_step","nb_parameters"
"neat-sweep-24","0.7075999975204468","airgnn","3","0.7027999758720398","2","20","315","","","paper_simulation","06/16, delta/accuracy","20","0.8320274353027344","0.6803200244903564","0.8690953254699707","0.6700000166893005","0.895660400390625","opsmgp33","finished","simone-fiorellino","","","2023-06-16T15:38:06.000Z","2023-06-16T15:43:21.000Z","2023-06-16T15:43:21.000Z","aphp51ke","gundam","","9695d8f3cd916f73c4e02583fc7feec154b19872","","","","","128","pytorch_lightning.callbacks.EarlyStopping","max","val/acc","pytorch_lightning.callbacks.RichModelSummary","-1","pytorch_lightning.callbacks.RichProgressBar","data.cell_datamodule.CellDataModule","256","4","true","","","","","","data.cell_sbm_dataset.CellDataset","","50","","10","70","","0.85","spectral","15000","0.01","0.9","edge_adj","40","1","","","pytorch_lightning.loggers.wandb.WandbLogger","","","false","paper_simulation","false","airtnn","logs","[""06/16"",""delta/accuracy""]","","","2","","","","","","","","models.lit_module.LitModule","models.components.airgnn_backbone.Backbone","","64","1024","","5","11","0","128","11","4","true","torch.optim.Adam","0.001","0","true","true","torch.optim.lr_scheduler.ReduceLROnPlateau","0.1","min","10","","true","11","","","","","4","","","./topological_air_nn/data/","./topological_air_nn/logs/","/home/simone/projects/topological_air_nn/topological_air_nn/logs/train/runs/2023-06-16_17-38-08","./topological_air_nn","/home/simone/projects/topological_air_nn","true","","","train","","pytorch_lightning.Trainer","gpu","/home/simone/projects/topological_air_nn/topological_air_nn/logs/train/runs/2023-06-16_17-38-08","false","[0]","40","100","10","32","true","100","9800",""
"noble-sweep-23","0.6743999719619751","airgnn","2","0.6679999828338623","2","20","315","","","paper_simulation","06/16, delta/accuracy","20","0.8891178369522095","0.6744800209999084","0.9111617803573608","0.6399999856948853","1.0035853385925293","a9o2o9aa","finished","simone-fiorellino","","","2023-06-16T15:32:48.000Z","2023-06-16T15:38:03.000Z","2023-06-16T15:38:03.000Z","aphp51ke","gundam","","9695d8f3cd916f73c4e02583fc7feec154b19872","","","","","128","pytorch_lightning.callbacks.EarlyStopping","max","val/acc","pytorch_lightning.callbacks.RichModelSummary","-1","pytorch_lightning.callbacks.RichProgressBar","data.cell_datamodule.CellDataModule","256","4","true","","","","","","data.cell_sbm_dataset.CellDataset","","50","","10","70","","0.85","spectral","15000","0.01","0.9","edge_adj","40","1","","","pytorch_lightning.loggers.wandb.WandbLogger","","","false","paper_simulation","false","airtnn","logs","[""06/16"",""delta/accuracy""]","","","2","","","","","","","","models.lit_module.LitModule","models.components.airgnn_backbone.Backbone","","64","1024","","5","11","0","128","11","4","true","torch.optim.Adam","0.001","0","true","true","torch.optim.lr_scheduler.ReduceLROnPlateau","0.1","min","10","","true","11","","","","","4","","","./topological_air_nn/data/","./topological_air_nn/logs/","/home/simone/projects/topological_air_nn/topological_air_nn/logs/train/runs/2023-06-16_17-32-50","./topological_air_nn","/home/simone/projects/topological_air_nn","true","","","train","","pytorch_lightning.Trainer","gpu","/home/simone/projects/topological_air_nn/topological_air_nn/logs/train/runs/2023-06-16_17-32-50","false","[0]","40","100","10","32","true","100","9800",""
"glamorous-sweep-22","0.7156000137329102","airgnn","1","0.7056000232696533","2","20","329","","","paper_simulation","06/16, delta/accuracy","20","0.8088391423225403","0.7045599818229675","0.8208739757537842","0.6940000057220459","0.8505629301071167","nhnk69pl","finished","simone-fiorellino","","","2023-06-16T15:27:14.000Z","2023-06-16T15:32:43.000Z","2023-06-16T15:32:43.000Z","aphp51ke","gundam","","9695d8f3cd916f73c4e02583fc7feec154b19872","","","","","128","pytorch_lightning.callbacks.EarlyStopping","max","val/acc","pytorch_lightning.callbacks.RichModelSummary","-1","pytorch_lightning.callbacks.RichProgressBar","data.cell_datamodule.CellDataModule","256","4","true","","","","","","data.cell_sbm_dataset.CellDataset","","50","","10","70","","0.85","spectral","15000","0.01","0.9","edge_adj","40","1","","","pytorch_lightning.loggers.wandb.WandbLogger","","","false","paper_simulation","false","airtnn","logs","[""06/16"",""delta/accuracy""]","","","2","","","","","","","","models.lit_module.LitModule","models.components.airgnn_backbone.Backbone","","64","1024","","5","11","0","128","11","4","true","torch.optim.Adam","0.001","0","true","true","torch.optim.lr_scheduler.ReduceLROnPlateau","0.1","min","10","","true","11","","","","","4","","","./topological_air_nn/data/","./topological_air_nn/logs/","/home/simone/projects/topological_air_nn/topological_air_nn/logs/train/runs/2023-06-16_17-27-16","./topological_air_nn","/home/simone/projects/topological_air_nn","true","","","train","","pytorch_lightning.Trainer","gpu","/home/simone/projects/topological_air_nn/topological_air_nn/logs/train/runs/2023-06-16_17-27-16","false","[0]","40","100","10","32","true","100","9800",""
"rosy-sweep-21","0.6972000002861023","airgnn","0","0.6412000060081482","2","20","321","","","paper_simulation","06/16, delta/accuracy","20","0.9925896525382996","0.6719200015068054","0.9042438864707948","0.671999990940094","0.9293676614761353","oflgsz4j","finished","simone-fiorellino","","","2023-06-16T15:21:47.000Z","2023-06-16T15:27:08.000Z","2023-06-16T15:27:08.000Z","aphp51ke","gundam","","9695d8f3cd916f73c4e02583fc7feec154b19872","","","","","128","pytorch_lightning.callbacks.EarlyStopping","max","val/acc","pytorch_lightning.callbacks.RichModelSummary","-1","pytorch_lightning.callbacks.RichProgressBar","data.cell_datamodule.CellDataModule","256","4","true","","","","","","data.cell_sbm_dataset.CellDataset","","50","","10","70","","0.85","spectral","15000","0.01","0.9","edge_adj","40","1","","","pytorch_lightning.loggers.wandb.WandbLogger","","","false","paper_simulation","false","airtnn","logs","[""06/16"",""delta/accuracy""]","","","2","","","","","","","","models.lit_module.LitModule","models.components.airgnn_backbone.Backbone","","64","1024","","5","11","0","128","11","4","true","torch.optim.Adam","0.001","0","true","true","torch.optim.lr_scheduler.ReduceLROnPlateau","0.1","min","10","","true","11","","","","","4","","","./topological_air_nn/data/","./topological_air_nn/logs/","/home/simone/projects/topological_air_nn/topological_air_nn/logs/train/runs/2023-06-16_17-21-49","./topological_air_nn","/home/simone/projects/topological_air_nn","true","","","train","","pytorch_lightning.Trainer","gpu","/home/simone/projects/topological_air_nn/topological_air_nn/logs/train/runs/2023-06-16_17-21-49","false","[0]","40","100","10","32","true","100","9800",""
"peach-sweep-20","0.7639999985694885","airgnn","4","0.7059999704360962","1.5","20","328","","","paper_simulation","06/16, delta/accuracy","20","0.7691880464553833","0.7210400104522705","0.7584600448608398","0.7343999743461609","0.7381885051727295","myax2wh1","finished","simone-fiorellino","","","2023-06-16T15:16:13.000Z","2023-06-16T15:21:41.000Z","2023-06-16T15:21:41.000Z","aphp51ke","gundam","","9695d8f3cd916f73c4e02583fc7feec154b19872","","","","","128","pytorch_lightning.callbacks.EarlyStopping","max","val/acc","pytorch_lightning.callbacks.RichModelSummary","-1","pytorch_lightning.callbacks.RichProgressBar","data.cell_datamodule.CellDataModule","256","4","true","","","","","","data.cell_sbm_dataset.CellDataset","","50","","10","70","","0.85","spectral","15000","0.01","0.9","edge_adj","40","1","","","pytorch_lightning.loggers.wandb.WandbLogger","","","false","paper_simulation","false","airtnn","logs","[""06/16"",""delta/accuracy""]","","","1.5","","","","","","","","models.lit_module.LitModule","models.components.airgnn_backbone.Backbone","","64","1024","","5","11","0","128","11","4","true","torch.optim.Adam","0.001","0","true","true","torch.optim.lr_scheduler.ReduceLROnPlateau","0.1","min","10","","true","11","","","","","4","","","./topological_air_nn/data/","./topological_air_nn/logs/","/home/simone/projects/topological_air_nn/topological_air_nn/logs/train/runs/2023-06-16_17-16-16","./topological_air_nn","/home/simone/projects/topological_air_nn","true","","","train","","pytorch_lightning.Trainer","gpu","/home/simone/projects/topological_air_nn/topological_air_nn/logs/train/runs/2023-06-16_17-16-16","false","[0]","40","100","10","32","true","100","9800",""
"fragrant-sweep-19","0.7491999864578247","airgnn","3","0.7203999757766724","1.5","20","322","","","paper_simulation","06/16, delta/accuracy","20","0.7483119368553162","0.7224799990653992","0.7545834183692932","0.7116000056266785","0.7988537549972534","dq3bx5kg","finished","simone-fiorellino","","","2023-06-16T15:10:45.000Z","2023-06-16T15:16:07.000Z","2023-06-16T15:16:07.000Z","aphp51ke","gundam","","9695d8f3cd916f73c4e02583fc7feec154b19872","","","","","128","pytorch_lightning.callbacks.EarlyStopping","max","val/acc","pytorch_lightning.callbacks.RichModelSummary","-1","pytorch_lightning.callbacks.RichProgressBar","data.cell_datamodule.CellDataModule","256","4","true","","","","","","data.cell_sbm_dataset.CellDataset","","50","","10","70","","0.85","spectral","15000","0.01","0.9","edge_adj","40","1","","","pytorch_lightning.loggers.wandb.WandbLogger","","","false","paper_simulation","false","airtnn","logs","[""06/16"",""delta/accuracy""]","","","1.5","","","","","","","","models.lit_module.LitModule","models.components.airgnn_backbone.Backbone","","64","1024","","5","11","0","128","11","4","true","torch.optim.Adam","0.001","0","true","true","torch.optim.lr_scheduler.ReduceLROnPlateau","0.1","min","10","","true","11","","","","","4","","","./topological_air_nn/data/","./topological_air_nn/logs/","/home/simone/projects/topological_air_nn/topological_air_nn/logs/train/runs/2023-06-16_17-10-47","./topological_air_nn","/home/simone/projects/topological_air_nn","true","","","train","","pytorch_lightning.Trainer","gpu","/home/simone/projects/topological_air_nn/topological_air_nn/logs/train/runs/2023-06-16_17-10-47","false","[0]","40","100","10","32","true","100","9800",""
"noble-sweep-18","0.7264000177383423","airgnn","2","0.7059999704360962","1.5","20","321","","","paper_simulation","06/16, delta/accuracy","20","0.7792673110961914","0.7099999785423279","0.7906608581542969","0.6940000057220459","0.8323763012886047","qhs4wdwp","finished","simone-fiorellino","","","2023-06-16T15:05:17.000Z","2023-06-16T15:10:38.000Z","2023-06-16T15:10:38.000Z","aphp51ke","gundam","","9695d8f3cd916f73c4e02583fc7feec154b19872","","","","","128","pytorch_lightning.callbacks.EarlyStopping","max","val/acc","pytorch_lightning.callbacks.RichModelSummary","-1","pytorch_lightning.callbacks.RichProgressBar","data.cell_datamodule.CellDataModule","256","4","true","","","","","","data.cell_sbm_dataset.CellDataset","","50","","10","70","","0.85","spectral","15000","0.01","0.9","edge_adj","40","1","","","pytorch_lightning.loggers.wandb.WandbLogger","","","false","paper_simulation","false","airtnn","logs","[""06/16"",""delta/accuracy""]","","","1.5","","","","","","","","models.lit_module.LitModule","models.components.airgnn_backbone.Backbone","","64","1024","","5","11","0","128","11","4","true","torch.optim.Adam","0.001","0","true","true","torch.optim.lr_scheduler.ReduceLROnPlateau","0.1","min","10","","true","11","","","","","4","","","./topological_air_nn/data/","./topological_air_nn/logs/","/home/simone/projects/topological_air_nn/topological_air_nn/logs/train/runs/2023-06-16_17-05-19","./topological_air_nn","/home/simone/projects/topological_air_nn","true","","","train","","pytorch_lightning.Trainer","gpu","/home/simone/projects/topological_air_nn/topological_air_nn/logs/train/runs/2023-06-16_17-05-19","false","[0]","40","100","10","32","true","100","9800",""
"breezy-sweep-17","0.6904000043869019","airgnn","1","0.6639999747276306","1.5","20","311","","","paper_simulation","06/16, delta/accuracy","20","0.9144668579101562","0.6627200245857239","0.9303815960884094","0.6636000275611877","0.9136285781860352","s04gctar","finished","simone-fiorellino","","","2023-06-16T14:59:59.000Z","2023-06-16T15:05:10.000Z","2023-06-16T15:05:10.000Z","aphp51ke","gundam","","9695d8f3cd916f73c4e02583fc7feec154b19872","","","","","128","pytorch_lightning.callbacks.EarlyStopping","max","val/acc","pytorch_lightning.callbacks.RichModelSummary","-1","pytorch_lightning.callbacks.RichProgressBar","data.cell_datamodule.CellDataModule","256","4","true","","","","","","data.cell_sbm_dataset.CellDataset","","50","","10","70","","0.85","spectral","15000","0.01","0.9","edge_adj","40","1","","","pytorch_lightning.loggers.wandb.WandbLogger","","","false","paper_simulation","false","airtnn","logs","[""06/16"",""delta/accuracy""]","","","1.5","","","","","","","","models.lit_module.LitModule","models.components.airgnn_backbone.Backbone","","64","1024","","5","11","0","128","11","4","true","torch.optim.Adam","0.001","0","true","true","torch.optim.lr_scheduler.ReduceLROnPlateau","0.1","min","10","","true","11","","","","","4","","","./topological_air_nn/data/","./topological_air_nn/logs/","/home/simone/projects/topological_air_nn/topological_air_nn/logs/train/runs/2023-06-16_17-00-01","./topological_air_nn","/home/simone/projects/topological_air_nn","true","","","train","","pytorch_lightning.Trainer","gpu","/home/simone/projects/topological_air_nn/topological_air_nn/logs/train/runs/2023-06-16_17-00-01","false","[0]","40","100","10","32","true","100","9800",""
"upbeat-sweep-16","0.7387999892234802","airgnn","0","0.6984000205993652","1.5","20","319","","","paper_simulation","06/16, delta/accuracy","20","0.8247717618942261","0.7228000164031982","0.7532142400741577","0.7164000272750854","0.7754265666007996","2ut59b9i","finished","simone-fiorellino","","","2023-06-16T14:54:36.000Z","2023-06-16T14:59:55.000Z","2023-06-16T14:59:55.000Z","aphp51ke","gundam","","9695d8f3cd916f73c4e02583fc7feec154b19872","","","","","128","pytorch_lightning.callbacks.EarlyStopping","max","val/acc","pytorch_lightning.callbacks.RichModelSummary","-1","pytorch_lightning.callbacks.RichProgressBar","data.cell_datamodule.CellDataModule","256","4","true","","","","","","data.cell_sbm_dataset.CellDataset","","50","","10","70","","0.85","spectral","15000","0.01","0.9","edge_adj","40","1","","","pytorch_lightning.loggers.wandb.WandbLogger","","","false","paper_simulation","false","airtnn","logs","[""06/16"",""delta/accuracy""]","","","1.5","","","","","","","","models.lit_module.LitModule","models.components.airgnn_backbone.Backbone","","64","1024","","5","11","0","128","11","4","true","torch.optim.Adam","0.001","0","true","true","torch.optim.lr_scheduler.ReduceLROnPlateau","0.1","min","10","","true","11","","","","","4","","","./topological_air_nn/data/","./topological_air_nn/logs/","/home/simone/projects/topological_air_nn/topological_air_nn/logs/train/runs/2023-06-16_16-54-38","./topological_air_nn","/home/simone/projects/topological_air_nn","true","","","train","","pytorch_lightning.Trainer","gpu","/home/simone/projects/topological_air_nn/topological_air_nn/logs/train/runs/2023-06-16_16-54-38","false","[0]","40","100","10","32","true","100","9800",""
"treasured-sweep-15","0.6832000017166138","airgnn","4","0.6371999979019165","1","20","327","","","paper_simulation","06/16, delta/accuracy","20","0.9397087097167968","0.63264000415802","0.970341682434082","0.6308000087738037","0.9548845291137696","8xznjx9g","finished","simone-fiorellino","","","2023-06-16T14:49:02.000Z","2023-06-16T14:54:29.000Z","2023-06-16T14:54:29.000Z","aphp51ke","gundam","","9695d8f3cd916f73c4e02583fc7feec154b19872","","","","","128","pytorch_lightning.callbacks.EarlyStopping","max","val/acc","pytorch_lightning.callbacks.RichModelSummary","-1","pytorch_lightning.callbacks.RichProgressBar","data.cell_datamodule.CellDataModule","256","4","true","","","","","","data.cell_sbm_dataset.CellDataset","","50","","10","70","","0.85","spectral","15000","0.01","0.9","edge_adj","40","1","","","pytorch_lightning.loggers.wandb.WandbLogger","","","false","paper_simulation","false","airtnn","logs","[""06/16"",""delta/accuracy""]","","","1","","","","","","","","models.lit_module.LitModule","models.components.airgnn_backbone.Backbone","","64","1024","","5","11","0","128","11","4","true","torch.optim.Adam","0.001","0","true","true","torch.optim.lr_scheduler.ReduceLROnPlateau","0.1","min","10","","true","11","","","","","4","","","./topological_air_nn/data/","./topological_air_nn/logs/","/home/simone/projects/topological_air_nn/topological_air_nn/logs/train/runs/2023-06-16_16-49-04","./topological_air_nn","/home/simone/projects/topological_air_nn","true","","","train","","pytorch_lightning.Trainer","gpu","/home/simone/projects/topological_air_nn/topological_air_nn/logs/train/runs/2023-06-16_16-49-04","false","[0]","40","100","10","32","true","100","9800",""
"devout-sweep-14","0.6556000113487244","airgnn","3","0.6388000249862671","1","20","321","","","paper_simulation","06/16, delta/accuracy","20","0.9671560525894164","0.622160017490387","0.9995977282524108","0.6204000115394592","1.037368655204773","53vbfue6","finished","simone-fiorellino","","","2023-06-16T14:43:34.000Z","2023-06-16T14:48:55.000Z","2023-06-16T14:48:55.000Z","aphp51ke","gundam","","9695d8f3cd916f73c4e02583fc7feec154b19872","","","","","128","pytorch_lightning.callbacks.EarlyStopping","max","val/acc","pytorch_lightning.callbacks.RichModelSummary","-1","pytorch_lightning.callbacks.RichProgressBar","data.cell_datamodule.CellDataModule","256","4","true","","","","","","data.cell_sbm_dataset.CellDataset","","50","","10","70","","0.85","spectral","15000","0.01","0.9","edge_adj","40","1","","","pytorch_lightning.loggers.wandb.WandbLogger","","","false","paper_simulation","false","airtnn","logs","[""06/16"",""delta/accuracy""]","","","1","","","","","","","","models.lit_module.LitModule","models.components.airgnn_backbone.Backbone","","64","1024","","5","11","0","128","11","4","true","torch.optim.Adam","0.001","0","true","true","torch.optim.lr_scheduler.ReduceLROnPlateau","0.1","min","10","","true","11","","","","","4","","","./topological_air_nn/data/","./topological_air_nn/logs/","/home/simone/projects/topological_air_nn/topological_air_nn/logs/train/runs/2023-06-16_16-43-36","./topological_air_nn","/home/simone/projects/topological_air_nn","true","","","train","","pytorch_lightning.Trainer","gpu","/home/simone/projects/topological_air_nn/topological_air_nn/logs/train/runs/2023-06-16_16-43-36","false","[0]","40","100","10","32","true","100","9800",""
"major-sweep-13","0.6607999801635742","airgnn","2","0.6403999924659729","1","20","326","","","paper_simulation","06/16, delta/accuracy","20","0.9180737733840942","0.6345599889755249","0.9807528853416444","0.628000020980835","0.9771936535835266","i67bjsdf","finished","simone-fiorellino","","","2023-06-16T14:38:00.000Z","2023-06-16T14:43:26.000Z","2023-06-16T14:43:26.000Z","aphp51ke","gundam","","9695d8f3cd916f73c4e02583fc7feec154b19872","","","","","128","pytorch_lightning.callbacks.EarlyStopping","max","val/acc","pytorch_lightning.callbacks.RichModelSummary","-1","pytorch_lightning.callbacks.RichProgressBar","data.cell_datamodule.CellDataModule","256","4","true","","","","","","data.cell_sbm_dataset.CellDataset","","50","","10","70","","0.85","spectral","15000","0.01","0.9","edge_adj","40","1","","","pytorch_lightning.loggers.wandb.WandbLogger","","","false","paper_simulation","false","airtnn","logs","[""06/16"",""delta/accuracy""]","","","1","","","","","","","","models.lit_module.LitModule","models.components.airgnn_backbone.Backbone","","64","1024","","5","11","0","128","11","4","true","torch.optim.Adam","0.001","0","true","true","torch.optim.lr_scheduler.ReduceLROnPlateau","0.1","min","10","","true","11","","","","","4","","","./topological_air_nn/data/","./topological_air_nn/logs/","/home/simone/projects/topological_air_nn/topological_air_nn/logs/train/runs/2023-06-16_16-38-02","./topological_air_nn","/home/simone/projects/topological_air_nn","true","","","train","","pytorch_lightning.Trainer","gpu","/home/simone/projects/topological_air_nn/topological_air_nn/logs/train/runs/2023-06-16_16-38-02","false","[0]","40","100","10","32","true","100","9800",""
"usual-sweep-12","0.6632000207901001","airgnn","1","0.6359999775886536","1","20","329","","","paper_simulation","06/16, delta/accuracy","20","0.9308897256851196","0.6399999856948853","0.9651415944099426","0.6543999910354614","0.8990774154663086","arxteu8v","finished","simone-fiorellino","","","2023-06-16T14:32:26.000Z","2023-06-16T14:37:55.000Z","2023-06-16T14:37:55.000Z","aphp51ke","gundam","","9695d8f3cd916f73c4e02583fc7feec154b19872","","","","","128","pytorch_lightning.callbacks.EarlyStopping","max","val/acc","pytorch_lightning.callbacks.RichModelSummary","-1","pytorch_lightning.callbacks.RichProgressBar","data.cell_datamodule.CellDataModule","256","4","true","","","","","","data.cell_sbm_dataset.CellDataset","","50","","10","70","","0.85","spectral","15000","0.01","0.9","edge_adj","40","1","","","pytorch_lightning.loggers.wandb.WandbLogger","","","false","paper_simulation","false","airtnn","logs","[""06/16"",""delta/accuracy""]","","","1","","","","","","","","models.lit_module.LitModule","models.components.airgnn_backbone.Backbone","","64","1024","","5","11","0","128","11","4","true","torch.optim.Adam","0.001","0","true","true","torch.optim.lr_scheduler.ReduceLROnPlateau","0.1","min","10","","true","11","","","","","4","","","./topological_air_nn/data/","./topological_air_nn/logs/","/home/simone/projects/topological_air_nn/topological_air_nn/logs/train/runs/2023-06-16_16-32-28","./topological_air_nn","/home/simone/projects/topological_air_nn","true","","","train","","pytorch_lightning.Trainer","gpu","/home/simone/projects/topological_air_nn/topological_air_nn/logs/train/runs/2023-06-16_16-32-28","false","[0]","40","100","10","32","true","100","9800",""
"lyric-sweep-11","0.6412000060081482","airgnn","0","0.5932000279426575","1","20","326","","","paper_simulation","06/16, delta/accuracy","20","1.0786693096160889","0.6129599809646606","1.0256054401397705","0.5947999954223633","1.0673649311065674","o0bcz0zx","finished","simone-fiorellino","","","2023-06-16T14:26:57.000Z","2023-06-16T14:32:23.000Z","2023-06-16T14:32:23.000Z","aphp51ke","gundam","","9695d8f3cd916f73c4e02583fc7feec154b19872","","","","","128","pytorch_lightning.callbacks.EarlyStopping","max","val/acc","pytorch_lightning.callbacks.RichModelSummary","-1","pytorch_lightning.callbacks.RichProgressBar","data.cell_datamodule.CellDataModule","256","4","true","","","","","","data.cell_sbm_dataset.CellDataset","","50","","10","70","","0.85","spectral","15000","0.01","0.9","edge_adj","40","1","","","pytorch_lightning.loggers.wandb.WandbLogger","","","false","paper_simulation","false","airtnn","logs","[""06/16"",""delta/accuracy""]","","","1","","","","","","","","models.lit_module.LitModule","models.components.airgnn_backbone.Backbone","","64","1024","","5","11","0","128","11","4","true","torch.optim.Adam","0.001","0","true","true","torch.optim.lr_scheduler.ReduceLROnPlateau","0.1","min","10","","true","11","","","","","4","","","./topological_air_nn/data/","./topological_air_nn/logs/","/home/simone/projects/topological_air_nn/topological_air_nn/logs/train/runs/2023-06-16_16-26-59","./topological_air_nn","/home/simone/projects/topological_air_nn","true","","","train","","pytorch_lightning.Trainer","gpu","/home/simone/projects/topological_air_nn/topological_air_nn/logs/train/runs/2023-06-16_16-26-59","false","[0]","40","100","10","32","true","100","9800",""
"eternal-sweep-10","0.4575999975204468","airgnn","4","0.4287999868392944","0.5","20","328","","","paper_simulation","06/16, delta/accuracy","20","1.51940655708313","0.4088000059127808","1.586614012718201","0.41359999775886536","1.5594980716705322","ztn1gc8u","finished","simone-fiorellino","","","2023-06-16T14:21:23.000Z","2023-06-16T14:26:51.000Z","2023-06-16T14:26:51.000Z","aphp51ke","gundam","","9695d8f3cd916f73c4e02583fc7feec154b19872","","","","","128","pytorch_lightning.callbacks.EarlyStopping","max","val/acc","pytorch_lightning.callbacks.RichModelSummary","-1","pytorch_lightning.callbacks.RichProgressBar","data.cell_datamodule.CellDataModule","256","4","true","","","","","","data.cell_sbm_dataset.CellDataset","","50","","10","70","","0.85","spectral","15000","0.01","0.9","edge_adj","40","1","","","pytorch_lightning.loggers.wandb.WandbLogger","","","false","paper_simulation","false","airtnn","logs","[""06/16"",""delta/accuracy""]","","","0.5","","","","","","","","models.lit_module.LitModule","models.components.airgnn_backbone.Backbone","","64","1024","","5","11","0","128","11","4","true","torch.optim.Adam","0.001","0","true","true","torch.optim.lr_scheduler.ReduceLROnPlateau","0.1","min","10","","true","11","","","","","4","","","./topological_air_nn/data/","./topological_air_nn/logs/","/home/simone/projects/topological_air_nn/topological_air_nn/logs/train/runs/2023-06-16_16-21-26","./topological_air_nn","/home/simone/projects/topological_air_nn","true","","","train","","pytorch_lightning.Trainer","gpu","/home/simone/projects/topological_air_nn/topological_air_nn/logs/train/runs/2023-06-16_16-21-26","false","[0]","40","100","10","32","true","100","9800",""
"dashing-sweep-9","0.49880000948905945","airgnn","3","0.4968000054359436","0.5","20","326","","","paper_simulation","06/16, delta/accuracy","20","1.317363977432251","0.482479989528656","1.3901844024658203","0.4580000042915344","1.4278727769851685","kt4n80ii","finished","simone-fiorellino","","","2023-06-16T14:15:53.000Z","2023-06-16T14:21:19.000Z","2023-06-16T14:21:19.000Z","aphp51ke","gundam","","9695d8f3cd916f73c4e02583fc7feec154b19872","","","","","128","pytorch_lightning.callbacks.EarlyStopping","max","val/acc","pytorch_lightning.callbacks.RichModelSummary","-1","pytorch_lightning.callbacks.RichProgressBar","data.cell_datamodule.CellDataModule","256","4","true","","","","","","data.cell_sbm_dataset.CellDataset","","50","","10","70","","0.85","spectral","15000","0.01","0.9","edge_adj","40","1","","","pytorch_lightning.loggers.wandb.WandbLogger","","","false","paper_simulation","false","airtnn","logs","[""06/16"",""delta/accuracy""]","","","0.5","","","","","","","","models.lit_module.LitModule","models.components.airgnn_backbone.Backbone","","64","1024","","5","11","0","128","11","4","true","torch.optim.Adam","0.001","0","true","true","torch.optim.lr_scheduler.ReduceLROnPlateau","0.1","min","10","","true","11","","","","","4","","","./topological_air_nn/data/","./topological_air_nn/logs/","/home/simone/projects/topological_air_nn/topological_air_nn/logs/train/runs/2023-06-16_16-15-55","./topological_air_nn","/home/simone/projects/topological_air_nn","true","","","train","","pytorch_lightning.Trainer","gpu","/home/simone/projects/topological_air_nn/topological_air_nn/logs/train/runs/2023-06-16_16-15-55","false","[0]","40","100","10","32","true","100","9800",""
